t,queue_north,queue_south,queue_east,queue_west,queue_total,waiting_total,running_veh,phase
575,9,11,0,0,20,119.0,70,0
576,9,12,0,0,21,111.0,69,0
577,8,12,0,0,20,104.0,71,0
578,9,10,0,0,19,97.0,70,0
579,9,11,0,0,20,92.0,69,0
580,8,11,0,0,19,102.0,68,0
581,9,12,0,0,21,107.0,67,0
582,11,13,0,0,24,124.0,68,0
583,12,13,0,0,25,148.0,67,0
584,12,14,0,0,26,129.0,68,0
585,12,13,0,0,25,117.0,67,0
586,9,12,0,0,21,103.0,67,0
587,8,10,0,0,18,90.0,70,0
588,8,11,0,0,19,78.0,70,0
589,7,10,0,0,17,68.0,69,0
590,8,10,0,1,19,76.0,68,0
591,9,10,0,1,20,75.0,69,0
592,9,9,1,1,20,67.0,68,0
593,7,9,1,1,18,65.0,67,0
594,8,8,1,1,18,65.0,66,0
595,6,8,1,1,16,58.0,66,0
596,5,7,1,1,14,51.0,68,0
597,4,7,1,1,13,51.0,67,0
598,4,5,1,1,11,45.0,66,0
599,2,5,1,1,9,42.0,65,0
600,2,4,1,1,8,36.0,65,0
601,2,5,1,1,9,38.0,66,0
602,3,6,1,1,11,49.0,62,0
603,3,6,1,1,11,58.0,62,0
604,4,5,0,0,9,34.0,63,0
605,5,5,0,0,10,38.0,62,0
606,6,5,0,0,11,43.0,63,0
607,8,5,0,0,13,51.0,62,0
608,8,7,0,0,15,61.0,67,0
609,10,7,0,0,17,75.0,66,0
610,11,8,0,0,19,92.0,69,0
611,12,9,0,0,21,112.0,66,0
612,14,9,0,0,23,134.0,65,0
613,14,10,0,0,24,158.0,67,0
614,14,11,0,0,25,141.0,72,0
615,13,9,0,0,22,123.0,71,0
616,13,7,0,0,20,109.0,72,0
617,11,7,0,0,18,96.0,73,0
618,11,7,0,0,18,84.0,73,0
619,10,7,0,0,17,74.0,73,0
620,9,6,0,1,16,66.0,72,0
621,9,5,1,2,17,62.0,71,0
622,8,5,2,2,17,62.0,71,0
623,8,7,2,2,19,79.0,71,0
624,8,8,2,2,20,83.0,72,0
625,7,8,2,3,20,85.0,72,0
626,4,8,3,3,18,86.0,72,0
627,3,8,3,3,17,90.0,72,0
628,3,8,4,3,18,95.0,71,0
629,2,8,2,2,14,66.0,71,0
630,1,8,0,0,9,52.0,71,0
631,3,11,0,0,14,66.0,70,0
632,4,12,0,0,16,81.0,69,0
633,5,12,0,0,17,98.0,71,0
634,5,14,0,0,19,117.0,69,0
635,6,16,0,0,22,139.0,71,0
636,9,17,1,1,28,167.0,68,0
637,9,18,1,1,29,195.0,68,0
638,12,18,1,1,32,226.0,68,0
639,10,17,1,1,29,206.0,68,0
640,10,17,1,1,29,191.0,68,0
641,9,16,1,1,27,177.0,68,0
642,9,15,1,1,26,166.0,69,0
643,8,15,1,1,25,154.0,70,0
644,7,14,1,1,23,144.0,70,0
645,7,14,1,1,23,142.0,70,0
646,9,13,2,1,25,135.0,71,0
647,8,13,2,2,25,130.0,70,0
648,8,10,2,2,22,125.0,70,0
649,7,10,2,2,21,121.0,69,0
650,8,12,2,2,24,138.0,69,0
651,10,11,2,2,25,143.0,70,0
652,9,10,2,2,23,141.0,70,0
653,9,10,2,2,23,142.0,69,0
654,8,10,1,1,20,119.0,69,0
655,6,9,1,1,17,107.0,66,0
656,6,7,0,1,14,79.0,65,0
657,6,8,0,0,14,62.0,66,0
658,8,10,0,0,18,80.0,66,0
659,7,11,0,0,18,91.0,67,0
660,9,12,0,0,21,106.0,66,0
661,9,14,0,0,23,123.0,66,0
662,11,15,0,0,26,144.0,66,0
663,12,17,0,0,29,168.0,65,0
664,12,15,0,0,27,149.0,67,0
665,10,16,1,0,27,136.0,66,0
666,10,13,1,0,24,120.0,66,0
667,8,13,1,1,23,109.0,67,0
668,7,13,1,1,22,104.0,68,0
669,7,11,1,1,20,96.0,67,0
670,6,12,1,1,20,107.0,71,0
671,8,11,1,1,21,104.0,73,0
672,7,11,1,1,20,102.0,73,0
673,7,10,1,1,19,99.0,73,0
674,8,9,1,1,19,96.0,73,0
675,7,9,1,1,18,96.0,72,0
676,7,7,1,1,16,90.0,70,0
677,7,5,1,1,14,78.0,71,0
678,7,5,1,1,14,77.0,70,0
679,6,5,0,0,11,40.0,69,0
680,7,4,0,0,11,35.0,68,0
681,8,5,0,0,13,34.0,69,0
682,8,5,0,0,13,33.0,67,0
683,10,5,0,0,15,47.0,66,0
684,11,7,0,0,18,60.0,67,0
685,11,7,0,0,18,76.0,67,0
686,13,9,0,0,22,96.0,67,0
687,15,9,0,0,24,119.0,66,0
